"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 21 19:12:53 GMT 2022","Tue Jun 21 19:12:54 GMT 2022","1365","","Open Page of differents webSite","","Open Page of differents webSite","should display Facebook text on page title","should display Facebook text on page title",""
"failed","Tue Jun 21 19:12:54 GMT 2022","Tue Jun 21 19:12:54 GMT 2022","325","","Open Page of differents webSite","","Open Page of differents webSite","should display Puppeter text on page title","should display Puppeter text on page title",""
