"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jul 18 01:56:16 GMT 2022","Mon Jul 18 01:56:17 GMT 2022","957","","Open Page of differents webSite","","Open Page of differents webSite","should display Puppeter text on page title","should display Puppeter text on page title",""
"passed","Mon Jul 18 01:56:15 GMT 2022","Mon Jul 18 01:56:16 GMT 2022","999","","Open Page of differents webSite","","Open Page of differents webSite","should display Facebook text on page title","should display Facebook text on page title",""
