"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 30 05:04:23 GMT 2022","Mon May 30 05:04:23 GMT 2022","380","","Open Page of differents webSite","","Open Page of differents webSite","should display Puppeter text on page","should display Puppeter text on page",""
"passed","Mon May 30 05:04:22 GMT 2022","Mon May 30 05:04:23 GMT 2022","1309","","Open Page of differents webSite","","Open Page of differents webSite","should display Facebook text on page","should display Facebook text on page",""
