"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 07 01:42:48 GMT 2022","Thu Jul 07 01:42:50 GMT 2022","2352","","Open Page of differents webSite","","Open Page of differents webSite","should display Facebook text on page title","should display Facebook text on page title",""
"failed","Thu Jul 07 01:42:50 GMT 2022","Thu Jul 07 01:42:51 GMT 2022","1066","","Open Page of differents webSite","","Open Page of differents webSite","should display Puppeter text on page title","should display Puppeter text on page title",""
