"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jun 08 13:39:35 GMT 2022","Wed Jun 08 13:39:35 GMT 2022","359","","Open Page of differents webSite","","Open Page of differents webSite","should display Puppeter text on page title","should display Puppeter text on page title",""
"passed","Wed Jun 08 13:39:34 GMT 2022","Wed Jun 08 13:39:35 GMT 2022","734","","Open Page of differents webSite","","Open Page of differents webSite","should display Facebook text on page title","should display Facebook text on page title",""
