"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 30 01:33:30 GMT 2022","Thu Jun 30 01:33:31 GMT 2022","1147","","Open Page of differents webSite","","Open Page of differents webSite","should display Facebook text on page title","should display Facebook text on page title",""
"failed","Thu Jun 30 01:33:31 GMT 2022","Thu Jun 30 01:33:32 GMT 2022","339","","Open Page of differents webSite","","Open Page of differents webSite","should display Puppeter text on page title","should display Puppeter text on page title",""
