"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jul 11 02:05:24 GMT 2022","Mon Jul 11 02:05:25 GMT 2022","906","","Open Page of differents webSite","","Open Page of differents webSite","should display Puppeter text on page title","should display Puppeter text on page title",""
"passed","Mon Jul 11 02:05:21 GMT 2022","Mon Jul 11 02:05:24 GMT 2022","2978","","Open Page of differents webSite","","Open Page of differents webSite","should display Facebook text on page title","should display Facebook text on page title",""
