"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jul 07 02:07:07 GMT 2022","Thu Jul 07 02:07:09 GMT 2022","1189","","Open Page of differents webSite","","Open Page of differents webSite","should display Puppeter text on page title","should display Puppeter text on page title",""
"passed","Thu Jul 07 02:07:07 GMT 2022","Thu Jul 07 02:07:07 GMT 2022","839","","Open Page of differents webSite","","Open Page of differents webSite","should display Facebook text on page title","should display Facebook text on page title",""
