"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jun 24 01:49:45 GMT 2022","Fri Jun 24 01:49:45 GMT 2022","400","","Open Page of differents webSite","","Open Page of differents webSite","should display Puppeter text on page title","should display Puppeter text on page title",""
"passed","Fri Jun 24 01:49:42 GMT 2022","Fri Jun 24 01:49:45 GMT 2022","3374","","Open Page of differents webSite","","Open Page of differents webSite","should display Facebook text on page title","should display Facebook text on page title",""
