"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jun 20 01:53:28 GMT 2022","Mon Jun 20 01:53:29 GMT 2022","690","","Open Page of differents webSite","","Open Page of differents webSite","should display Puppeter text on page title","should display Puppeter text on page title",""
"passed","Mon Jun 20 01:53:27 GMT 2022","Mon Jun 20 01:53:28 GMT 2022","917","","Open Page of differents webSite","","Open Page of differents webSite","should display Facebook text on page title","should display Facebook text on page title",""
