"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 05 14:43:32 GMT 2022","Tue Jul 05 14:43:34 GMT 2022","2319","","Open Page of differents webSite","","Open Page of differents webSite","should display Facebook text on page title","should display Facebook text on page title",""
"failed","Tue Jul 05 14:43:34 GMT 2022","Tue Jul 05 14:43:35 GMT 2022","876","","Open Page of differents webSite","","Open Page of differents webSite","should display Puppeter text on page title","should display Puppeter text on page title",""
