"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jul 07 01:42:45 GMT 2022","Thu Jul 07 01:42:46 GMT 2022","963","","Open Page of differents webSite","","Open Page of differents webSite","should display Puppeter text on page title","should display Puppeter text on page title",""
"passed","Thu Jul 07 01:42:44 GMT 2022","Thu Jul 07 01:42:45 GMT 2022","1248","","Open Page of differents webSite","","Open Page of differents webSite","should display Facebook text on page title","should display Facebook text on page title",""
