"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jul 04 02:05:05 GMT 2022","Mon Jul 04 02:05:06 GMT 2022","1198","","Open Page of differents webSite","","Open Page of differents webSite","should display Puppeter text on page title","should display Puppeter text on page title",""
"passed","Mon Jul 04 02:05:04 GMT 2022","Mon Jul 04 02:05:05 GMT 2022","1751","","Open Page of differents webSite","","Open Page of differents webSite","should display Facebook text on page title","should display Facebook text on page title",""
