"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Jul 18 01:56:47 GMT 2022","Mon Jul 18 01:56:49 GMT 2022","1114","","Open Page of differents webSite","","Open Page of differents webSite","should display Puppeter text on page title","should display Puppeter text on page title",""
"passed","Mon Jul 18 01:56:46 GMT 2022","Mon Jul 18 01:56:47 GMT 2022","1624","","Open Page of differents webSite","","Open Page of differents webSite","should display Facebook text on page title","should display Facebook text on page title",""
