"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 06 01:53:09 GMT 2022","Mon Jun 06 01:53:10 GMT 2022","1595","","Open Page of differents webSite","","Open Page of differents webSite","should display Facebook text on page title","should display Facebook text on page title",""
"failed","Mon Jun 06 01:53:10 GMT 2022","Mon Jun 06 01:53:11 GMT 2022","363","","Open Page of differents webSite","","Open Page of differents webSite","should display Puppeter text on page title","should display Puppeter text on page title",""
