"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jun 08 13:38:56 GMT 2022","Wed Jun 08 13:38:58 GMT 2022","1271","","Open Page of differents webSite","","Open Page of differents webSite","should display Facebook text on page title","should display Facebook text on page title",""
"failed","Wed Jun 08 13:38:58 GMT 2022","Wed Jun 08 13:38:58 GMT 2022","904","","Open Page of differents webSite","","Open Page of differents webSite","should display Puppeter text on page title","should display Puppeter text on page title",""
