"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 06 16:56:47 GMT 2022","Wed Jul 06 16:56:47 GMT 2022","746","","Open Page of differents webSite","","Open Page of differents webSite","should display Facebook text on page title","should display Facebook text on page title",""
"failed","Wed Jul 06 16:56:47 GMT 2022","Wed Jul 06 16:56:48 GMT 2022","790","","Open Page of differents webSite","","Open Page of differents webSite","should display Puppeter text on page title","should display Puppeter text on page title",""
