"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 25 01:58:47 GMT 2022","Mon Jul 25 01:58:50 GMT 2022","2925","","Open Page of differents webSite","","Open Page of differents webSite","should display Facebook text on page title","should display Facebook text on page title",""
"failed","Mon Jul 25 01:58:50 GMT 2022","Mon Jul 25 01:58:51 GMT 2022","1333","","Open Page of differents webSite","","Open Page of differents webSite","should display Puppeter text on page title","should display Puppeter text on page title",""
