"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jun 30 01:34:11 GMT 2022","Thu Jun 30 01:34:11 GMT 2022","681","","Open Page of differents webSite","","Open Page of differents webSite","should display Puppeter text on page title","should display Puppeter text on page title",""
"passed","Thu Jun 30 01:34:10 GMT 2022","Thu Jun 30 01:34:11 GMT 2022","1008","","Open Page of differents webSite","","Open Page of differents webSite","should display Facebook text on page title","should display Facebook text on page title",""
