"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jul 05 14:36:23 GMT 2022","Tue Jul 05 14:36:24 GMT 2022","675","","Open Page of differents webSite","","Open Page of differents webSite","should display Facebook text on page title","should display Facebook text on page title",""
"failed","Tue Jul 05 14:36:24 GMT 2022","Tue Jul 05 14:36:25 GMT 2022","612","","Open Page of differents webSite","","Open Page of differents webSite","should display Puppeter text on page title","should display Puppeter text on page title",""
