"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jul 06 02:24:24 GMT 2022","Wed Jul 06 02:24:25 GMT 2022","1374","","Open Page of differents webSite","","Open Page of differents webSite","should display Puppeter text on page title","should display Puppeter text on page title",""
"passed","Wed Jul 06 02:24:21 GMT 2022","Wed Jul 06 02:24:24 GMT 2022","2386","","Open Page of differents webSite","","Open Page of differents webSite","should display Facebook text on page title","should display Facebook text on page title",""
